Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,generate column 1,generate column 2,generate column 3,generate column 4,categorical2,categorical3
F,0.575,0.47,0.165,0.8690000000000001,0.435,0.197,0.238,9,0.07,1.32,0.5,-0.24,e,W
M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,-0.06,-1.02,-1.16,-0.22,e,W
I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10,-0.81,1.46,-1.42,0.31,e,W
M,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9,-0.17,1.33,-1.79,0.54,e,B
M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9,1.0,1.87,1.81,0.47,e,H
M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8,0.61,-0.38,0.23,0.08,e,W
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9,0.05,-1.1,1.06,-0.86,e,H
M,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9,-1.3,1.8,-0.27,-0.42,e,W
M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9,-0.03,0.21,-0.7,-1.11,e,W
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8,0.14,-1.43,-1.58,0.15,e,H
F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9,0.36,0.91,0.99,-1.3,e,H
M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9,0.64,-0.38,-0.59,1.12,e,B
M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7,-0.17,1.5,-0.28,0.41,e,W
M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8,-1.1,-1.16,-0.91,-0.2,p,B
F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9,0.43,-1.68,-0.66,-0.15,e,W
M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8,-0.16,-0.18,0.11,0.55,p,B
F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8,-0.75,-0.23,1.16,-2.69,e,B
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10,-3.06,-0.74,0.25,-0.43,e,W
F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9,-1.65,-1.86,0.78,-2.12,e,H
M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,0.02,-1.08,1.46,0.22,e,W
M,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10,0.41,-0.63,-1.58,0.75,e,W
F,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,9,-0.26,-1.05,-0.57,0.92,e,B
M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8,-1.37,-1.81,1.77,-0.38,e,H
M,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,9,1.13,-0.19,-0.08,-0.09,e,H
M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9,1.53,0.42,-0.23,-0.42,e,W
M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,1.21,0.75,0.65,3.05,e,W
F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9,1.34,0.22,1.35,0.47,e,W
F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9,-0.42,-1.44,-0.77,-1.07,p,H
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,0.28,0.12,0.08,-0.97,e,
M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8,0.43,0.04,-0.55,0.38,e,W
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8,-0.57,0.61,-0.59,-0.19,e,W
F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9,-1.35,0.9,0.58,0.07,e,W
M,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,8,-0.33,2.92,1.33,1.9,e,W
M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,-0.36,2.36,0.17,0.2,e,W
M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10,0.19,2.57,-0.67,0.21,e,H
F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9,1.01,1.4,-1.01,2.6,e,W
M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10,0.07,0.58,-1.38,0.42,e,W
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10,-0.06,0.18,0.11,-0.64,e,W
F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10,-1.18,1.6,0.82,0.18,e,W
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9,1.97,-0.33,-1.56,-1.65,e,H
M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11,0.01,-0.1,-0.23,-1.38,e,W
M,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,11,0.27,-0.97,-1.24,-0.57,e,W
F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10,-0.85,-0.36,1.5,-0.99,e,B
F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11,0.25,-1.07,0.51,-2.07,e,H
M,0.665,0.525,0.16,1.3630000000000002,0.629,0.279,0.34,8,-0.28,0.09,-0.07,-2.19,e,W
I,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9,-0.82,0.84,0.17,-1.06,e,H
F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,-2.01,-1.86,1.01,-0.2,e,B
F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14,-2.13,-0.13,0.26,-1.86,e,W
M,0.685,0.52,0.165,1.519,0.6990000000000001,0.3685,0.4,10,-0.13,-0.59,-1.94,0.56,p,W
F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9,0.8,1.32,-1.12,0.16,e,H
M,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12,-0.89,-0.73,2.56,0.33,e,W
F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,-1.01,-1.25,1.8,-1.16,e,B
M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10,-0.88,-0.61,2.26,-0.92,e,B
M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9,-0.4,0.21,-0.86,0.11,e,W
M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12,-1.0,-0.7,-0.67,0.83,e,H
F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9,-1.6,-0.61,-0.36,0.5,e,W
F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9,-0.61,0.89,0.36,0.22,p,W
F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,0.63,0.17,-1.21,2.63,e,B
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12,-0.41,1.03,0.57,-2.27,e,W
M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10,-0.37,0.69,1.97,-0.02,e,B
F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10,1.32,-0.53,-0.85,1.61,e,B
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10,-0.89,1.39,-0.59,0.26,e,W
M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8,-0.1,1.68,-0.86,-2.16,e,W
M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12,-0.45,0.73,-1.27,-0.72,e,W
F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12,-1.8,-2.82,0.14,0.93,e,H
M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11,0.02,-0.55,-0.5,0.41,p,H
M,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11,-1.04,0.89,-2.04,-0.94,e,W
F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11,-1.43,1.38,1.2,-0.38,e,A
F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11,0.06,-0.24,-0.09,-1.8,p,A
M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10,-0.86,-0.12,1.14,1.1,e,B
F,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,11,0.73,-0.26,-1.18,0.38,e,B
I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6,-0.03,1.4,-0.4,0.96,e,
I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4,2.41,-0.12,-0.46,-0.01,e,W
I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5,1.25,-1.9,-1.41,0.46,e,B
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5,1.24,0.97,1.03,-0.01,e,W
I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6,-0.09,0.44,2.56,1.1,e,B
I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5,0.51,-0.28,-1.3,2.5,p,W
I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5,-0.56,0.55,-0.19,-2.69,e,W
I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5,0.47,-1.66,-0.05,0.64,e,W
I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5,-0.81,2.28,-1.2,-1.22,e,H
I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6,1.33,-1.71,-1.23,1.04,e,B
I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7,1.96,0.39,1.08,1.32,e,W
I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5,-0.34,-0.45,-1.25,-1.76,e,W
I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,-1.62,-1.57,-0.06,0.56,e,W
I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,0.74,-0.8,-0.14,-0.29,e,H
I,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,6,-0.66,0.34,0.58,0.16,e,W
I,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,5,-0.69,-0.04,-2.26,-0.25,e,W
I,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,6,-1.58,-0.16,0.94,-2.05,e,H
I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8,0.35,-1.54,0.2,0.61,e,B
I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,-1.45,0.83,1.9,-0.14,p,W
I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6,-0.66,-0.65,0.26,0.55,e,B
I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7,0.69,0.11,-0.65,-0.17,e,W
I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,0.06,1.03,0.85,0.32,p,H
I,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,7,-1.23,0.83,-0.48,-0.39,e,H
I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6,1.66,-0.56,-0.46,-0.67,e,B
I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,1.95,0.35,-0.79,0.63,e,H
I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,-0.78,-0.87,-2.65,-0.41,e,W
I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,0.43,-0.07,0.4,1.47,e,W
I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,-0.66,0.58,-1.02,0.14,e,W
I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,-1.01,1.07,-1.54,0.92,e,W
I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,-0.85,0.78,-1.3,-1.06,e,N
I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,0.35,-0.77,-1.51,-0.43,p,W
I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8,-0.13,-0.46,0.4,2.92,e,B
I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,0.25,0.2,1.09,0.23,p,W
I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,-0.32,-1.15,1.0,0.36,p,W
I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,1.04,0.99,0.38,0.77,e,W
I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,1.7,0.96,0.42,1.14,e,W
I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,7,0.64,0.56,-1.16,-0.51,e,W
I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,-0.76,-0.26,-1.08,-0.67,e,H
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,0.86,-1.84,-0.35,0.13,e,W
I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,5,0.29,0.45,-1.67,1.5,e,B
I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,-0.83,0.41,0.42,1.01,e,B
I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,-2.03,-0.77,-0.52,-0.86,e,B
I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7,1.07,1.11,-0.94,0.02,e,B
I,0.42,0.305,0.09,0.328,0.168,0.0615,0.08199999999999999,6,0.48,-0.48,-0.72,-0.11,p,H
I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,-0.51,1.0,1.02,-1.32,p,H
I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,0.69,-0.43,0.04,0.47,e,B
I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,0.05,-0.18,-0.65,-1.07,p,W
I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,-0.75,0.71,-2.17,-1.0,e,W
I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,1.19,0.92,-0.25,0.08,e,W
I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7,-0.63,-2.3,-0.87,-0.26,p,W
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,0.53,1.42,-1.52,0.66,p,H
I,0.45,0.33,0.105,0.448,0.208,0.08900000000000001,0.12,9,-0.97,0.64,0.86,1.34,p,W
I,0.455,0.345,0.105,0.4005,0.16399999999999998,0.0755,0.126,8,-0.05,2.13,0.42,0.13,p,B
F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8,-0.61,-1.13,-0.86,-1.44,e,W
I,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11,8,1.28,1.16,0.44,-0.3,e,B
I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,-0.96,0.34,-0.85,0.62,e,H
I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,0.04,0.32,-0.82,0.01,e,H
F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,-1.97,-0.63,-0.41,-1.6,p,W
I,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11,0.83,0.35,0.84,-0.19,e,B
I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,0.39,0.35,-0.96,-0.7,e,W
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,-0.25,0.82,0.13,-1.22,e,B
I,0.47,0.355,0.12,0.393,0.16699999999999998,0.0885,0.115,8,1.29,0.93,0.5,-0.53,e,B
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,-1.54,-1.99,-1.36,-1.67,p,B
I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8,-0.44,-0.1,-0.99,0.17,e,W
I,0.475,0.36,0.11,0.4920000000000001,0.211,0.11,0.15,8,-0.32,-0.55,-0.17,0.69,e,W
I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9,-1.91,0.52,0.92,0.36,p,H
I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,-1.42,-1.13,0.73,0.88,e,H
I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,1.1,-0.12,0.72,-0.88,e,B
I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,-0.45,-0.6,-1.77,-0.85,e,W
I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7,1.68,0.4,-0.13,0.13,e,H
M,0.495,0.395,0.12,0.5529999999999999,0.224,0.1375,0.16699999999999998,8,-0.27,-0.27,0.0,1.42,e,W
I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,0.33,-0.51,1.79,1.12,e,B
M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,0.42,-0.3,-0.78,-0.43,e,W
I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9,0.8,-1.37,-0.31,1.41,e,W
I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,-0.82,0.8,0.69,-0.29,e,W
I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7,-0.26,0.28,-0.97,-0.64,e,H
I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,1.73,0.99,-0.19,-2.26,p,W
I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8,-1.71,-1.58,-1.38,-0.56,e,W
I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,-0.55,0.44,-0.85,-0.66,e,W
I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,0.9,0.76,1.05,-2.01,e,B
I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,0.6,0.29,-0.19,0.97,e,W
I,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,13,-0.25,-0.54,1.13,-1.25,e,B
I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,-0.61,-0.53,-0.52,-1.02,e,B
I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,1.25,1.74,1.35,1.63,p,B
I,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,9,-2.06,-0.38,-0.06,-1.4,p,B
I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,9,-0.2,-0.95,0.44,-0.56,e,B
M,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,9,0.28,0.58,0.2,1.0,e,A
I,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.16699999999999998,9,-0.24,-1.27,0.51,0.05,e,B
I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,-0.94,0.77,-0.09,0.41,e,W
I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,-0.46,0.81,-1.7,0.46,e,W
I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,1.0,0.22,-0.59,-0.71,e,W
I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,-2.33,-0.04,0.19,1.23,e,H
I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,0.19,0.87,-1.28,-0.1,e,W
F,0.535,0.41,0.13,0.7145,0.335,0.14400000000000002,0.2075,9,-0.27,0.88,-0.03,0.57,e,W
M,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.194,9,2.43,-1.0,-2.05,-1.41,e,B
F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,-0.67,-0.89,0.33,-0.91,e,W
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,-0.96,-0.08,-0.55,0.06,e,W
I,0.545,0.435,0.135,0.7715,0.3720000000000001,0.14800000000000002,0.227,8,0.94,1.16,-1.07,0.18,e,W
F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,0.98,-0.7,-1.3,0.37,e,B
I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,-0.39,0.49,0.48,2.01,e,W
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,-0.6,0.6,1.79,-0.11,e,W
I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,0.38,1.04,-1.04,1.79,e,B
F,0.55,0.405,0.125,0.6509999999999999,0.2965,0.13699999999999998,0.2,9,0.18,-0.19,-1.46,0.45,p,W
M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,0.17,-0.15,0.12,-0.22,e,W
I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,1.35,-1.37,-1.9,0.47,e,A
I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,1.29,-0.48,0.07,-0.41,e,W
M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,-0.89,0.19,1.36,-0.8,e,W
I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10,0.67,-0.26,-0.38,0.07,e,B
I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,-1.79,-0.24,0.91,-0.52,e,W
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,-2.17,-0.44,0.13,-0.05,e,B
I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,-1.54,-1.93,0.83,1.05,e,W
I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,1.37,-0.99,0.14,-0.23,p,W
F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,-0.4,0.92,0.47,-0.93,e,W
I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,0.18,-1.18,0.15,-1.18,p,W
I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,-0.41,-0.22,-2.36,0.28,e,W
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,-1.09,1.6,-0.07,0.44,e,A
M,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.219,8,0.39,0.45,-1.95,0.43,e,B
M,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,11,1.06,0.17,1.42,-0.02,e,W
I,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,10,0.83,-1.51,-0.43,0.72,e,B
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,-0.75,-0.04,0.58,-0.8,e,W
F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,0.21,-0.43,-0.15,0.19,e,W
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,1.09,0.18,-0.29,1.14,e,W
I,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.202,10,-0.95,0.31,1.13,-1.72,p,
M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,-1.2,0.34,-0.02,-0.94,e,W
F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,0.23,-0.71,0.13,-0.27,e,W
F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,-0.33,-2.67,1.25,-0.81,e,B
M,0.575,0.46,0.155,0.892,0.4415,0.17600000000000002,0.22,10,-1.1,-0.52,-1.45,1.13,e,B
M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,0.25,0.06,0.16,-1.91,e,B
M,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10,0.46,0.7,-0.04,-0.36,e,W
F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,0.05,-0.66,0.82,1.97,e,B
M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,-1.2,-0.46,-0.73,1.68,e,O
M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,0.53,1.63,-0.56,0.93,e,B
I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,-1.12,-0.85,-2.23,1.19,p,B
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,0.87,0.35,0.19,0.22,e,W
M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,-0.45,-0.4,1.55,0.35,e,W
M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,-0.71,1.11,0.68,0.73,e,
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,1.01,-1.34,0.45,0.01,p,W
I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,0.94,-0.08,1.9,-1.66,e,B
M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,0.01,-0.02,-0.2,0.75,e,B
M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,1.15,0.02,0.2,-1.31,e,W
F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,0.24,-0.44,-0.58,0.73,e,A
F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12,1.01,0.7,-0.4,0.15,e,B
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,0.3,1.28,-1.08,1.61,e,W
M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,-2.29,1.81,-0.48,-0.37,e,H
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,0.3,-1.34,-0.75,0.12,e,W
F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,-1.4,-0.99,-0.79,1.07,e,N
F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,0.48,-0.31,-0.14,1.0,e,W
M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,-0.16,-0.75,1.28,0.24,e,W
I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,-0.68,-0.77,1.79,0.81,e,W
M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,0.98,-1.66,-2.01,-0.46,e,B
I,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26,11,1.29,0.16,-1.81,0.28,e,W
F,0.605,0.475,0.175,1.0759999999999998,0.463,0.2195,0.335,9,-1.35,0.65,-1.12,-0.64,p,W
F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,1.7,-2.19,1.8,-0.22,e,W
M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,-0.52,1.0,0.04,0.14,e,H
M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,0.95,-0.09,0.41,-1.3,e,H
M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,-0.77,-1.6,-0.5,-0.56,e,B
I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.28600000000000003,9,1.02,-0.63,1.17,0.49,e,H
M,0.61,0.48,0.17,1.137,0.4565,0.29,0.34700000000000003,10,2.0,-1.06,1.94,-1.14,e,W
M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10,0.09,1.28,-0.04,0.09,e,B
F,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,1.15,-1.08,1.58,0.99,e,B
M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,0.87,-0.68,-1.98,-0.23,e,W
M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,-0.21,-1.32,-0.68,-0.66,e,W
F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,0.69,-0.05,-0.3,1.09,e,N
M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,-0.69,-1.56,-1.23,0.74,e,B
M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,-0.02,-0.03,-0.04,0.7,p,H
F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,0.59,-2.14,0.13,-0.46,p,B
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,0.15,0.55,0.33,0.56,e,W
M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,-0.05,1.03,-0.91,1.76,e,N
F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,-0.06,1.48,-1.97,-1.83,p,W
F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,0.75,0.92,0.86,-0.09,e,
M,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,0.17,-0.08,0.68,0.85,p,H
F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,0.94,-0.28,-1.36,-0.94,e,W
F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,-1.23,0.4,-0.57,1.5,p,B
